"Plot Title: Sensor_23"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 10396210, SEN S/N: 10396210)","RH, % (LGR S/N: 10396210, SEN S/N: 10396210)","Intensity, Lux (LGR S/N: 10396210, SEN S/N: 10396210)","Host Connected (LGR S/N: 10396210)","Stopped (LGR S/N: 10396210)","End Of File (LGR S/N: 10396210)"
850,10/22/22 09:55:47 AM,72.955,50.135,1202.3,,,
851,10/22/22 10:00:47 AM,73.040,50.141,1233.8,,,
852,10/22/22 10:05:47 AM,73.126,50.243,1273.2,,,
853,10/22/22 10:10:47 AM,73.213,50.312,1289.0,,,
854,10/22/22 10:15:47 AM,73.299,50.382,1320.5,,,
855,10/22/22 10:20:47 AM,73.386,50.420,1352.1,,,
856,10/22/22 10:25:47 AM,73.515,50.429,1115.6,,,
857,10/22/22 10:30:47 AM,73.602,50.467,1399.4,,,
858,10/22/22 10:35:47 AM,73.688,50.474,1478.2,,,
859,10/22/22 10:40:47 AM,73.818,50.547,1281.1,,,
860,10/22/22 10:45:47 AM,73.904,50.616,484.9,,,
861,10/22/22 10:50:47 AM,73.990,50.749,1501.9,,,
862,10/22/22 10:55:47 AM,74.120,50.822,1564.9,,,
863,10/22/22 11:00:47 AM,74.250,50.927,611.0,,,
864,10/22/22 11:05:47 AM,74.381,50.968,1517.6,,,
865,10/22/22 11:10:47 AM,74.511,51.009,1525.5,,,
866,10/22/22 11:15:47 AM,74.640,50.988,1525.5,,,
867,10/22/22 11:20:47 AM,74.770,51.029,1509.7,,,
868,10/22/22 11:25:47 AM,74.899,51.102,1525.5,,,
869,10/22/22 11:30:47 AM,75.029,51.080,1564.9,,,
870,10/22/22 11:35:47 AM,75.160,51.090,1564.9,,,
871,10/22/22 11:40:47 AM,75.290,51.099,555.8,,,
872,10/22/22 11:45:47 AM,75.420,51.109,1620.1,,,
873,10/22/22 11:50:47 AM,75.551,51.151,1628.0,,,
874,10/22/22 11:55:47 AM,75.681,51.097,1635.9,,,
875,10/22/22 12:00:47 PM,75.810,51.138,1612.2,,,
876,10/22/22 12:05:47 PM,75.942,51.116,1620.1,,,
877,10/22/22 12:10:47 PM,76.071,51.094,1620.1,,,
878,10/22/22 12:15:47 PM,76.203,51.136,1643.8,,,
879,10/22/22 12:20:47 PM,76.289,51.111,1651.6,,,
880,10/22/22 12:25:47 PM,76.419,51.089,1667.4,,,
881,10/22/22 12:30:47 PM,76.550,51.067,1675.3,,,
882,10/22/22 12:35:47 PM,76.681,51.045,1683.2,,,
883,10/22/22 12:40:47 PM,76.768,51.051,1699.0,,,
884,10/22/22 12:45:47 PM,76.899,51.029,1714.7,,,
885,10/22/22 12:50:47 PM,77.072,51.010,1722.6,,,
886,10/22/22 12:55:47 PM,77.203,50.988,1730.5,,,
887,10/22/22 01:00:47 PM,77.292,50.963,1746.3,,,
888,10/22/22 01:05:47 PM,77.421,50.941,1769.9,,,
889,10/22/22 01:10:47 PM,77.553,50.919,1793.6,,,
890,10/22/22 01:15:47 PM,77.639,50.862,1628.0,,,
891,10/22/22 01:20:47 PM,77.727,50.868,1612.2,,,
892,10/22/22 01:25:47 PM,77.859,50.814,1746.3,,,
893,10/22/22 01:30:47 PM,77.945,50.821,1344.2,,,
894,10/22/22 01:35:47 PM,78.033,50.764,1478.2,,,
895,10/22/22 01:40:47 PM,78.121,50.770,1541.3,,,
896,10/22/22 01:45:47 PM,78.208,50.777,1643.8,,,
897,10/22/22 01:50:47 PM,78.296,50.751,1628.0,,,
898,10/22/22 01:55:47 PM,78.382,50.726,1517.6,,,
899,10/22/22 02:00:47 PM,78.471,50.701,1415.1,,,
900,10/22/22 02:05:47 PM,78.559,50.643,1265.3,,,
901,10/22/22 02:10:47 PM,78.602,50.678,1257.5,,,
902,10/22/22 02:15:47 PM,78.645,50.682,1233.8,,,
903,10/22/22 02:20:47 PM,78.690,50.685,1076.1,,,
904,10/22/22 02:25:47 PM,78.733,50.688,1785.7,,,
905,10/22/22 02:30:47 PM,78.822,50.631,1446.7,,,
906,10/22/22 02:35:47 PM,78.953,50.609,1344.2,,,
907,10/22/22 02:40:47 PM,79.041,50.551,1706.8,,,
908,10/22/22 02:45:47 PM,79.128,50.494,1005.2,,,
909,10/22/22 02:50:47 PM,79.261,50.472,1691.1,,,
910,10/22/22 02:55:47 PM,79.347,50.478,1722.6,,,
911,10/22/22 03:00:47 PM,79.435,50.421,1572.8,,,
912,10/22/22 03:05:47 PM,79.524,50.395,1084.0,,,
913,10/22/22 03:10:47 PM,79.524,50.427,831.7,,,
914,10/22/22 03:15:47 PM,79.612,50.402,1446.7,,,
915,10/22/22 03:20:47 PM,79.700,50.376,1817.2,,,
916,10/22/22 03:25:47 PM,79.788,50.351,1068.2,,,
917,10/22/22 03:30:47 PM,79.831,50.354,1218.0,,,
918,10/22/22 03:35:47 PM,79.831,50.386,918.5,,,
919,10/22/22 03:40:47 PM,79.920,50.360,1967.0,,,
920,10/22/22 03:45:47 PM,79.963,50.332,1714.7,,,
921,10/22/22 03:50:47 PM,80.008,50.303,1659.5,,,
922,10/22/22 03:55:47 PM,80.139,50.281,1896.0,,,
923,10/22/22 04:00:47 PM,80.227,50.223,2526.7,,,
924,10/22/22 04:05:47 PM,80.316,50.229,2282.3,,,
925,10/22/22 04:10:47 PM,80.449,50.143,2440.0,,,
926,10/22/22 04:15:47 PM,80.492,50.114,2061.6,,,
927,10/22/22 04:20:47 PM,80.537,50.117,1257.5,,,
928,10/22/22 04:25:47 PM,80.537,50.149,1249.6,,,
929,10/22/22 04:30:47 PM,80.537,50.181,516.4,,,
930,10/22/22 04:35:47 PM,80.537,50.213,816.0,,,
931,10/22/22 04:40:47 PM,80.537,50.245,1265.3,,,
932,10/22/22 04:45:47 PM,80.580,50.249,886.9,,,
933,10/22/22 04:50:47 PM,80.580,50.249,784.4,,,
934,10/22/22 04:55:47 PM,80.580,50.281,768.7,,,
935,10/22/22 05:00:47 PM,80.625,50.284,674.1,,,
936,10/22/22 05:05:47 PM,80.625,50.316,697.7,,,
937,10/22/22 05:10:47 PM,80.668,50.319,776.6,,,
938,10/22/22 05:15:47 PM,80.668,50.319,516.4,,,
939,10/22/22 05:20:47 PM,80.668,50.351,398.1,,,
940,10/22/22 05:25:47 PM,80.668,50.351,335.1,,,
941,10/22/22 05:30:47 PM,80.668,50.383,303.5,,,
942,10/22/22 05:35:47 PM,80.713,50.546,240.5,,,
943,10/22/22 05:40:47 PM,81.288,49.980,11.8,,,
944,10/22/22 05:45:47 PM,81.023,49.800,19.7,,,
945,10/22/22 05:50:47 PM,80.890,51.805,11.8,,,
946,10/22/22 05:55:47 PM,81.466,48.223,11.8,,,
947,10/22/22 06:00:47 PM,82.085,46.972,11.8,,,
948,10/22/22 06:05:47 PM,82.441,47.062,11.8,,,
949,10/22/22 06:10:47 PM,82.708,46.203,11.8,,,
950,10/22/22 06:15:47 PM,82.841,45.332,11.8,,,
951,10/22/22 06:20:47 PM,83.021,44.756,19.7,,,
952,10/22/22 06:25:47 PM,83.242,45.489,11.8,,,
953,10/22/22 06:30:47 PM,83.511,45.540,19.7,,,
954,10/22/22 06:35:47 PM,83.691,45.388,11.8,,,
955,10/22/22 06:40:47 PM,83.914,45.109,19.7,,,
956,10/22/22 06:45:47 PM,84.137,45.451,19.7,,,
957,10/22/22 06:50:47 PM,84.272,44.511,11.8,,,
958,10/22/22 06:55:47 PM,84.272,43.033,11.8,,,
959,10/22/22 07:00:47 PM,84.227,42.503,11.8,,,
960,10/22/22 07:05:47 PM,83.646,40.783,11.8,,,
961,10/22/22 07:10:47 PM,82.841,40.437,11.8,,,
962,10/22/22 07:15:47 PM,81.997,40.651,11.8,,,
963,10/22/22 07:20:47 PM,81.288,41.136,11.8,,,
964,10/22/22 07:25:47 PM,80.625,41.754,11.8,,,
965,10/22/22 07:30:47 PM,80.096,42.377,11.8,,,
966,10/22/22 07:35:47 PM,79.567,42.312,11.8,,,
967,10/22/22 07:40:47 PM,76.854,49.179,831.7,,,
968,10/22/22 07:45:47 PM,75.247,52.171,839.6,,,
969,10/22/22 07:50:47 PM,74.381,52.891,847.5,,,
970,10/22/22 07:54:10 PM,,,,Logged,,
971,10/22/22 07:54:21 PM,,,,,Logged,Logged
